,Loyalty_Program_Status,Gender,CustomerSatisfaction,Installment_Number,Total_Installments,Installment_Amount,Principal_Amount,Interest_Amount,Amount_Due,Currency,Payment_Method,Order Status,Delay_Days,Repayment_Status,Total_Loans,Segment,Quantity,Unit Price,Total Amount,Discount Applied (%),Tax (%),Payment_Mode,Month Order Count,Avg Qantity,Cancelled Order Per Customer,Order Channel,ProductCategory,ProductBrand,ProductCategory2,Cost Price,Discount (%),PurchaseFrequency,Stock Status,Product Status,Customers_Location,Customer_Duration,Age_Group,installment_to_principal_ratio,interest_to_amount_due_ratio,remaining_installments,amount_per_unit,loans_per_purchase_cycle
77,Silver,FEMALE,4,3,9,303.98,2613.33,122.48,303.98,EUR,Bank Transfer,Delivered,0,On-Time,1,Retail,4,320,1282,10,0,Cash,1,4,0,Offline,Tablets,Other Brands,Tablets,165,20,1,In Stock,Archived,"Knoxville, Tennessee",New Customer,Middle age,0.11631902591712491,0.4029212448187381,6,320.5,1.0
78,Platinum,MALE,5,9,9,216.11,1873.33,71.7,216.11,EUR,Auto-Debit,Pending,0,On-Time,1,Corporate,5,581,2904,5,10,Credit Card,1,5,0,Online,Smartphones,Sony,Smartphones,648,20,16,In Stock,Inactive,"Los Angeles, California",New Customer,Young,0.11536141523383495,0.33177548470686224,0,580.8,0.0625
79,Bronze,MALE,4,9,12,226.26,2649.49,65.59,226.26,EUR,Wallet,Cancelled,0,On-Time,1,SME,6,251,1503,5,0,Mobile Money,1,6,1,Online,Smartphones,Apple,Smartphones,817,10,14,In Stock,Archived,"Alexandria, Virginia",New Customer,Middle age,0.08539756707894727,0.28988773976840804,3,250.5,0.07142857142857142
80,Silver,MALE,1,1,12,212.05,2478.9,65.75,212.05,EUR,Auto-Debit,Delivered,82,Late,1,Corporate,5,862,4309,5,5,Credit Card,1,5,0,Online,Headphones,Apple,Headphones,182,5,12,In Stock,Active,"Saint Petersburg, Florida",New Customer,Middle age,0.08554197426277785,0.3100683800990332,11,861.8,0.08333333333333333
81,Silver,FEMALE,3,12,12,368.53,4216.17,206.21,368.53,USD,Debit Card,Cancelled,0,On-Time,1,Corporate,1,730,730,10,0,Cash,1,1,1,Offline,Smart Watches,Sony,Smart Watches,74,10,18,In Stock,Active,"Saint Petersburg, Florida",New Customer,Old,0.08740871454424275,0.5595473909858085,0,730.0,0.05555555555555555
82,Silver,MALE,3,8,12,165.71,1903.0,85.47,165.71,EUR,Bank Transfer,Pending,0,On-Time,1,Retail,6,245,1469,5,8,PayPal,1,6,0,Online,Smart Watches,Sony,Smart Watches,335,5,3,In Stock,Inactive,"Saint Petersburg, Florida",New Customer,Middle age,0.08707829742511825,0.5157805805322551,4,244.83333333333334,0.3333333333333333
83,Platinum,MALE,2,4,9,436.96,3774.69,157.97,436.96,USD,Bank Transfer,Shipped,2,On-Time,1,SME,10,223,2226,5,8,Cash,1,10,0,Offline,Tablets,HP,Tablets,539,20,6,In Stock,Archived,"Saint Petersburg, Florida",Old Customer,Old,0.11576049953771038,0.3615205053094105,5,222.6,0.16666666666666666
84,Gold,FEMALE,1,1,9,521.16,4503.58,186.84,521.16,EUR,Bank Transfer,Returned,8,On-Time,1,Corporate,4,975,3901,10,8,Credit Card,1,4,0,Online,Smartphones,Samsung,Smartphones,302,15,5,In Stock,Archived,"Saint Petersburg, Florida",New Customer,Old,0.11572127063358484,0.3585079438176376,8,975.25,0.2
85,Silver,MALE,1,3,3,1397.14,4129.19,62.24,1397.14,EUR,Auto-Debit,Shipped,0,On-Time,1,SME,1,739,739,0,5,Mobile Money,1,1,0,Online,Tablets,Sony,Tablets,910,0,13,In Stock,Archived,"Saint Petersburg, Florida",New Customer,Old,0.3383569174583878,0.04454814836022159,0,739.0,0.07692307692307693
86,Bronze,MALE,5,6,6,22.81,134.8,2.04,22.81,EUR,Wallet,Delivered,0,On-Time,1,Corporate,10,360,3598,10,8,Cash,1,10,0,Offline,Laptops,Apple,Laptops,46,10,7,In Stock,Inactive,"Saint Petersburg, Florida",New Customer,Old,0.16921364985163204,0.08943445857080229,0,359.8,0.14285714285714285
87,Silver,FEMALE,2,12,12,85.77,985.35,43.83,85.77,EUR,Debit Card,Delivered,0,On-Time,1,Retail,1,551,551,10,10,PayPal,1,1,0,Online,Tablets,Apple,Tablets,744,20,11,In Stock,Archived,"Seattle, Washington",New Customer,Middle age,0.08704521236108996,0.5110178384050368,0,551.0,0.09090909090909091
88,Silver,FEMALE,5,3,3,308.03,913.77,10.31,308.03,NGN,Auto-Debit,Pending,71,Late,1,Corporate,9,95,852,10,8,PayPal,1,9,0,Online,Headphones,Samsung,Headphones,1050,0,17,In Stock,Inactive,"Houston, Texas",New Customer,Old,0.33709795681626664,0.033470765834496645,0,94.66666666666667,0.058823529411764705
89,Platinum,FEMALE,4,9,9,159.56,1406.6,29.42,159.56,USD,Bank Transfer,Cancelled,0,On-Time,1,Retail,7,287,2010,0,8,Credit Card,1,7,1,Online,Headphones,Sony,Headphones,484,15,10,In Stock,Active,"Houston, Texas",New Customer,Middle age,0.1134366557656761,0.18438205063925797,0,287.14285714285717,0.1
90,Silver,FEMALE,4,3,3,307.18,878.21,43.34,307.18,NGN,Auto-Debit,Delivered,109,Late,1,Corporate,6,753,4516,5,8,PayPal,1,6,0,Online,Laptops,Apple,Laptops,998,15,14,In Stock,Inactive,"Houston, Texas",Old Customer,Middle age,0.34977966545587047,0.14108991470798882,0,752.6666666666666,0.07142857142857142
91,Gold,MALE,1,8,9,447.04,3919.76,103.61,447.04,NGN,Wallet,Cancelled,47,Late,1,SME,4,157,626,10,5,Cash,1,4,1,Offline,Headphones,Samsung,Headphones,592,0,15,In Stock,Inactive,"Peoria, Arizona",New Customer,Old,0.11404779884482723,0.23176896921975662,1,156.5,0.06666666666666667
92,Bronze,MALE,2,5,9,371.21,3216.78,124.13,371.21,NGN,Wallet,Pending,8,On-Time,1,SME,1,983,983,10,8,Debit Card,1,1,0,Online,Smart Watches,Samsung,Smart Watches,673,15,13,In Stock,Inactive,"Peoria, Arizona",New Customer,Middle age,0.11539800670235452,0.33439293122491315,4,983.0,0.07692307692307693
93,Bronze,FEMALE,4,9,12,348.48,4120.09,61.69,348.48,USD,Auto-Debit,Shipped,146,Late,1,Retail,7,430,3011,5,5,Credit Card,1,7,0,Online,Tablets,HP,Tablets,1274,10,3,In Stock,Inactive,"Detroit, Michigan",Old Customer,Young,0.08458067663570457,0.17702594123048668,3,430.14285714285717,0.3333333333333333
94,Gold,MALE,1,5,6,817.08,4707.95,194.53,817.08,EUR,Debit Card,Returned,40,Late,1,Corporate,9,738,6645,10,8,Mobile Money,1,9,0,Online,Smart Watches,HP,Smart Watches,942,20,14,In Stock,Active,"Detroit, Michigan",New Customer,Middle age,0.17355324504295927,0.2380795026190826,1,738.3333333333334,0.07142857142857142
95,Bronze,FEMALE,2,2,6,209.41,1222.88,33.6,209.41,NGN,Wallet,Shipped,2,On-Time,1,Corporate,6,95,571,5,8,Credit Card,1,6,0,Online,Smartphones,Apple,Smartphones,279,5,19,In Stock,Archived,"Los Angeles, California",New Customer,Young,0.17124329451785947,0.16045079031564874,4,95.16666666666667,0.05263157894736842
96,Gold,MALE,5,3,3,570.67,1637.74,74.26,570.67,EUR,Wallet,Delivered,64,Late,1,SME,7,182,1273,10,8,Debit Card,1,7,0,Online,Headphones,Apple,Headphones,205,0,14,In Stock,Inactive,"Philadelphia, Pennsylvania",New Customer,Middle age,0.348449692869442,0.1301277445809312,0,181.85714285714286,0.07142857142857142
97,Silver,FEMALE,4,8,12,205.37,2360.26,104.23,205.37,NGN,Debit Card,Delivered,0,On-Time,1,Retail,8,580,4640,5,10,Debit Card,1,8,0,Online,Smart Watches,Sony,Smart Watches,35,5,13,In Stock,Active,"Philadelphia, Pennsylvania",New Customer,Middle age,0.08701160041690321,0.5075230072551979,4,580.0,0.07692307692307693
98,Bronze,FEMALE,3,6,12,320.72,3736.66,112.04,320.72,EUR,Wallet,Pending,0,On-Time,1,Corporate,2,324,648,0,5,Cash,1,2,0,Offline,Smart Watches,Apple,Smart Watches,390,15,11,In Stock,Inactive,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.08583066160688958,0.3493389872786231,6,324.0,0.09090909090909091
99,Silver,FEMALE,3,10,12,385.43,4413.24,211.96,385.43,NGN,Auto-Debit,Cancelled,0,On-Time,1,Corporate,2,402,804,15,10,PayPal,1,2,1,Online,Headphones,Samsung,Headphones,950,10,12,In Stock,Archived,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.08733492853323183,0.5499312456217731,2,402.0,0.08333333333333333
100,Bronze,MALE,2,4,6,831.78,4799.29,191.38,831.78,NGN,Debit Card,Delivered,0,On-Time,1,Retail,5,792,3959,10,5,Cash,1,5,0,Offline,Headphones,Other Brands,Headphones,503,0,16,In Stock,Archived,"Saint Petersburg, Florida",Old Customer,Middle age,0.17331313590135208,0.230084878212989,2,791.8,0.0625
101,Silver,MALE,3,9,9,274.65,2335.31,97.99,274.65,NGN,Bank Transfer,Cancelled,0,On-Time,1,Corporate,10,225,2247,5,5,PayPal,1,10,1,Online,Headphones,Other Brands,Headphones,1320,0,13,In Stock,Active,"Saint Petersburg, Florida",New Customer,Middle age,0.11760751249298808,0.35678135809211725,0,224.7,0.07692307692307693
102,Gold,FEMALE,5,2,12,426.84,4968.08,153.97,426.84,NGN,Debit Card,Pending,0,On-Time,1,Corporate,9,351,3155,15,10,Debit Card,1,9,0,Online,Headphones,Samsung,Headphones,134,0,18,In Stock,Active,"Houston, Texas",Old Customer,Middle age,0.08591649087776364,0.3607206447380752,10,350.55555555555554,0.05555555555555555
103,Bronze,FEMALE,2,9,9,400.71,3448.58,157.77,400.71,NGN,Auto-Debit,Shipped,40,Late,1,Corporate,3,366,1097,15,10,Cash,1,3,0,Offline,Laptops,Samsung,Laptops,997,0,5,In Stock,Inactive,"Richmond, Virginia",Old Customer,Old,0.11619565154353385,0.3937261361084076,0,365.6666666666667,0.2
104,Gold,MALE,3,11,12,319.76,3727.51,109.59,319.76,USD,Wallet,Returned,0,On-Time,1,Retail,1,916,916,15,8,PayPal,1,1,0,Online,Smart Watches,Apple,Smart Watches,742,10,3,In Stock,Active,"New York City, New York",New Customer,Middle age,0.08578380742103978,0.34272579434575934,1,916.0,0.3333333333333333
105,Silver,FEMALE,3,2,9,304.18,2641.93,95.65,304.18,NGN,Auto-Debit,Shipped,34,Late,1,Corporate,2,714,1429,5,8,Cash,1,2,0,Offline,Headphones,HP,Headphones,65,0,11,In Stock,Active,"New York City, New York",New Customer,Old,0.11513552592233708,0.31445196922874613,7,714.5,0.09090909090909091
106,Gold,MALE,2,6,6,335.96,1988.15,27.61,335.96,EUR,Auto-Debit,Delivered,92,Late,1,Retail,1,124,124,10,8,Cash,1,1,0,Offline,Laptops,HP,Laptops,1047,0,1,In Stock,Archived,"New York City, New York",New Customer,Young,0.16898121369111987,0.08218240266698416,0,124.0,1.0
107,Bronze,FEMALE,4,7,12,327.48,3786.07,143.68,327.48,USD,Wallet,Delivered,0,On-Time,1,SME,7,18,124,15,5,Debit Card,1,7,0,Online,Smart Watches,Sony,Smart Watches,92,20,9,In Stock,Archived,"New York City, New York",New Customer,Middle age,0.08649602358118048,0.43874435080004887,5,17.714285714285715,0.1111111111111111
108,Silver,FEMALE,5,3,12,32.67,380.19,11.85,32.67,EUR,Bank Transfer,Pending,0,On-Time,1,SME,9,508,4568,5,0,Debit Card,1,9,0,Online,Laptops,Other Brands,Laptops,459,10,12,Low Stock,Archived,"Allen, Texas",Old Customer,Middle age,0.08593071885110078,0.3627180899908172,9,507.55555555555554,0.08333333333333333
109,Gold,FEMALE,5,2,3,1300.4,3771.35,129.85,1300.4,USD,Debit Card,Cancelled,0,On-Time,1,Corporate,7,379,2652,5,10,Cash,1,7,1,Offline,Tablets,Other Brands,Tablets,201,0,15,In Stock,Archived,"Allen, Texas",New Customer,Young,0.34481021384915217,0.09985389111042756,1,378.85714285714283,0.06666666666666667
110,Platinum,FEMALE,4,1,9,479.46,4075.0,191.22,479.46,USD,Bank Transfer,Delivered,93,Late,1,SME,5,528,2638,15,10,Mobile Money,1,5,0,Online,Headphones,HP,Headphones,22,5,18,In Stock,Archived,"Concord, North Carolina",New Customer,Middle age,0.11765889570552147,0.39882367663621576,8,527.6,0.05555555555555555
111,Gold,MALE,2,1,3,779.15,2224.71,89.59,779.15,NGN,Debit Card,Cancelled,0,On-Time,1,Corporate,8,332,2652,0,8,Mobile Money,1,8,1,Online,Laptops,Sony,Laptops,357,5,5,In Stock,Inactive,"Concord, North Carolina",New Customer,Old,0.35022542263935524,0.11498427773856126,2,331.5,0.2
112,Platinum,MALE,4,4,6,334.15,1888.6,89.7,334.15,EUR,Wallet,Pending,66,Late,1,Corporate,5,76,382,10,5,Debit Card,1,5,0,Online,Headphones,Other Brands,Headphones,834,10,17,In Stock,Active,"Houston, Texas",New Customer,Old,0.1769300010589855,0.26844231632500376,2,76.4,0.058823529411764705
113,Platinum,MALE,1,5,9,465.4,4050.84,137.77,465.4,EUR,Auto-Debit,Shipped,0,On-Time,1,Corporate,8,951,7606,15,8,Mobile Money,1,8,0,Online,Smart Watches,Other Brands,Smart Watches,382,20,4,In Stock,Archived,"Houston, Texas",Old Customer,Middle age,0.11488975126146675,0.29602492479587456,4,950.75,0.25
114,Gold,MALE,2,4,6,522.49,3033.71,101.24,522.49,USD,Auto-Debit,Returned,111,Late,1,Corporate,2,936,1872,10,10,PayPal,1,2,0,Online,Smartphones,Sony,Smartphones,726,0,17,In Stock,Archived,"Houston, Texas",New Customer,Middle age,0.17222806398765866,0.19376447396122412,2,936.0,0.058823529411764705
115,Platinum,FEMALE,2,1,3,1249.09,3603.67,143.6,1249.09,NGN,Debit Card,Shipped,22,Late,1,SME,4,812,3248,5,5,Credit Card,1,4,0,Online,Headphones,Samsung,Headphones,608,10,15,In Stock,Inactive,"Houston, Texas",New Customer,Middle age,0.3466160885985675,0.11496369356891818,2,812.0,0.06666666666666667
116,Platinum,MALE,5,1,3,441.06,1285.87,37.3,441.06,NGN,Wallet,Delivered,68,Late,1,Corporate,6,429,2576,10,5,Mobile Money,1,6,0,Online,Laptops,Sony,Laptops,986,0,19,In Stock,Inactive,"Salem, Virginia",Old Customer,Young,0.343005124934869,0.08456899288078719,2,429.3333333333333,0.05263157894736842
117,Gold,MALE,5,11,12,103.32,1217.81,22.04,103.32,EUR,Auto-Debit,Delivered,62,Late,1,Corporate,6,618,3707,10,8,Debit Card,1,6,0,Online,Smart Watches,Apple,Smart Watches,1034,20,8,In Stock,Active,"Jacksonville, North Carolina",New Customer,Young,0.08484082081769734,0.21331784746418894,1,617.8333333333334,0.125
118,Gold,FEMALE,3,4,6,538.44,3080.64,150.02,538.44,USD,Auto-Debit,Pending,63,Late,1,Retail,4,671,2683,0,5,Credit Card,1,4,0,Online,Tablets,HP,Tablets,205,10,4,Low Stock,Inactive,"Jacksonville, North Carolina",Old Customer,Young,0.1747818635088813,0.2786197162172201,2,670.75,0.25
119,Gold,MALE,3,4,6,233.66,1385.87,16.12,233.66,USD,Auto-Debit,Cancelled,0,On-Time,1,SME,2,730,1461,15,10,Debit Card,1,2,1,Online,Laptops,Sony,Laptops,1062,20,19,In Stock,Archived,"Jacksonville, North Carolina",New Customer,Middle age,0.1686016725955537,0.06898912950440812,2,730.5,0.05263157894736842
120,Bronze,FEMALE,1,4,9,131.16,1164.43,15.97,131.16,NGN,Bank Transfer,Delivered,0,On-Time,1,SME,2,510,1021,0,0,Credit Card,1,2,0,Online,Headphones,Sony,Headphones,1498,10,16,Low Stock,Inactive,"Milwaukee, Wisconsin",Old Customer,Middle age,0.11263880181719811,0.12175968283013115,5,510.5,0.0625
121,Bronze,MALE,1,1,3,540.99,1595.04,27.94,540.99,NGN,Wallet,Cancelled,10,On-Time,1,Retail,6,883,5297,10,10,PayPal,1,6,1,Online,Laptops,Other Brands,Laptops,900,0,18,In Stock,Active,"Columbus, Georgia",New Customer,Middle age,0.3391701775504063,0.05164605630418307,2,882.8333333333334,0.05555555555555555
122,Gold,FEMALE,3,8,12,201.74,2348.67,72.23,201.74,EUR,Auto-Debit,Pending,8,On-Time,1,Corporate,2,231,462,10,10,Debit Card,1,2,0,Online,Tablets,Apple,Tablets,966,10,13,In Stock,Inactive,"Columbus, Georgia",New Customer,Old,0.0858954216641759,0.35803509467631606,4,231.0,0.07692307692307693
123,Bronze,MALE,4,1,12,218.53,2493.01,110.29,218.53,USD,Auto-Debit,Shipped,0,On-Time,1,SME,3,68,205,5,5,Credit Card,1,3,0,Online,Laptops,Other Brands,Laptops,1366,0,9,In Stock,Archived,"Philadelphia, Pennsylvania",New Customer,Middle age,0.0876570892214632,0.5046904315196998,11,68.33333333333333,0.1111111111111111
124,Bronze,MALE,3,1,3,1497.95,4319.42,174.42,1497.95,EUR,Debit Card,Returned,0,On-Time,1,SME,8,918,7341,5,10,Credit Card,1,8,0,Online,Laptops,HP,Laptops,986,10,14,In Stock,Archived,"Hampton, Virginia",New Customer,Middle age,0.3467942455237046,0.11643913348242597,2,917.625,0.07142857142857142
125,Bronze,MALE,4,3,12,154.29,1800.39,51.06,154.29,EUR,Debit Card,Shipped,0,On-Time,1,Retail,4,416,1666,15,10,Mobile Money,1,4,0,Online,Smartphones,HP,Smartphones,1110,10,4,In Stock,Active,"Lawrence, Indiana",Old Customer,Middle age,0.08569809874527184,0.3309352517985612,9,416.5,0.25
126,Silver,FEMALE,5,10,12,432.51,4975.84,214.25,432.51,NGN,Auto-Debit,Delivered,19,Late,1,SME,9,958,8623,15,5,PayPal,1,9,0,Online,Headphones,Sony,Headphones,1582,20,14,In Stock,Active,"Chicago, Illinois",New Customer,Middle age,0.0869220071384932,0.49536426903424197,2,958.1111111111111,0.07142857142857142
127,Platinum,MALE,1,8,9,218.56,1889.39,77.68,218.56,USD,Bank Transfer,Delivered,0,On-Time,1,Retail,1,177,177,5,10,Debit Card,1,1,0,Online,Tablets,HP,Tablets,809,10,7,In Stock,Active,"Chicago, Illinois",New Customer,Middle age,0.1156775467214286,0.3554172767203514,1,177.0,0.14285714285714285
128,Gold,MALE,3,10,12,374.46,4359.52,133.97,374.46,EUR,Auto-Debit,Pending,138,Late,1,Retail,2,588,1177,5,5,PayPal,1,2,0,Online,Smartphones,HP,Smartphones,915,15,6,In Stock,Active,"Tucson, Arizona",New Customer,Young,0.08589477740668697,0.35776852000213644,2,588.5,0.16666666666666666
129,Gold,FEMALE,2,3,6,311.35,1827.13,40.94,311.35,EUR,Wallet,Cancelled,77,Late,1,Corporate,8,651,5208,5,10,Cash,1,8,1,Offline,Smart Watches,Sony,Smart Watches,1606,15,16,In Stock,Active,"Tucson, Arizona",New Customer,Young,0.1704038574157285,0.13149189015577323,3,651.0,0.0625
130,Silver,FEMALE,3,2,12,354.17,4196.86,53.18,354.17,EUR,Debit Card,Delivered,0,On-Time,1,SME,3,631,1893,5,0,Debit Card,1,3,0,Online,Laptops,Apple,Laptops,114,20,7,In Stock,Archived,"Tucson, Arizona",Old Customer,Middle age,0.0843892815104626,0.1501538809046503,10,631.0,0.14285714285714285
131,Silver,MALE,3,2,6,474.35,2726.03,120.09,474.35,USD,Bank Transfer,Cancelled,0,On-Time,1,Retail,8,44,350,5,0,PayPal,1,8,1,Online,Laptops,Sony,Laptops,814,20,12,In Stock,Archived,"Tucson, Arizona",Old Customer,Middle age,0.1740076228067923,0.25316749235796354,4,43.75,0.08333333333333333
132,Bronze,FEMALE,3,8,9,103.8,872.59,36.84,103.8,NGN,Auto-Debit,Pending,0,On-Time,1,SME,1,647,647,0,10,Mobile Money,1,1,0,Online,Smartphones,Apple,Smartphones,246,10,7,In Stock,Inactive,"San Diego, California",Old Customer,Young,0.11895621082066032,0.3549132947976879,1,647.0,0.14285714285714285
133,Gold,FEMALE,5,3,9,92.98,784.2,14.18,92.98,NGN,Auto-Debit,Shipped,18,Late,1,Corporate,1,442,442,0,5,Credit Card,1,1,0,Online,Smartphones,Sony,Smartphones,235,0,8,In Stock,Active,"San Diego, California",New Customer,Old,0.1185666921703647,0.1525059152505915,6,442.0,0.125
134,Bronze,FEMALE,3,5,9,45.62,404.19,6.42,45.62,NGN,Bank Transfer,Returned,17,Late,1,Retail,1,482,482,5,8,Credit Card,1,1,0,Online,Headphones,Samsung,Headphones,824,15,2,In Stock,Inactive,"San Diego, California",New Customer,Young,0.11286771073010217,0.14072775098640947,4,482.0,0.5
135,Silver,MALE,2,5,6,485.06,2820.72,89.64,485.06,USD,Wallet,Shipped,0,On-Time,1,Retail,3,864,2591,0,5,Mobile Money,1,3,0,Online,Smartphones,Other Brands,Smartphones,558,15,8,In Stock,Inactive,"Chicago, Illinois",Old Customer,Young,0.17196318670410393,0.1848018801797716,1,863.6666666666666,0.125
136,Gold,FEMALE,2,3,3,1104.8,3211.8,102.61,1104.8,NGN,Wallet,Delivered,0,On-Time,1,SME,2,867,1734,10,10,Cash,1,2,0,Offline,Headphones,Samsung,Headphones,304,20,6,In Stock,Inactive,"Chicago, Illinois",Old Customer,Young,0.3439815679681175,0.09287653874004345,0,867.0,0.16666666666666666
137,Silver,MALE,1,11,12,213.38,2450.09,110.42,213.38,EUR,Bank Transfer,Delivered,0,On-Time,1,Retail,2,177,354,15,8,Mobile Money,1,2,0,Online,Smart Watches,Samsung,Smart Watches,1346,10,10,In Stock,Inactive,"Philadelphia, Pennsylvania",Old Customer,Middle age,0.0870906783016134,0.5174805511294405,1,177.0,0.1
138,Gold,FEMALE,3,1,3,621.95,1798.53,67.31,621.95,NGN,Wallet,Pending,0,On-Time,1,SME,7,38,269,10,8,Cash,1,7,0,Offline,Tablets,Sony,Tablets,869,5,11,In Stock,Active,"Los Angeles, California",New Customer,Old,0.345810189432481,0.10822413377281132,2,38.42857142857143,0.09090909090909091
139,Silver,MALE,2,5,9,530.83,4643.96,133.48,530.83,USD,Bank Transfer,Cancelled,16,Late,1,Retail,3,150,450,0,5,PayPal,1,3,1,Online,Smartphones,Samsung,Smartphones,1105,15,17,In Stock,Active,"Los Angeles, California",New Customer,Young,0.11430546344068425,0.2514552681649492,4,150.0,0.058823529411764705
140,Silver,MALE,5,2,3,1042.65,3084.99,42.96,1042.65,USD,Auto-Debit,Delivered,102,Late,1,Corporate,10,973,9729,5,10,PayPal,1,10,0,Online,Tablets,Sony,Tablets,879,20,10,In Stock,Archived,"Waterbury, Connecticut",Old Customer,Middle age,0.33797516361479296,0.04120270464681341,1,972.9,0.1
141,Platinum,FEMALE,4,3,3,1483.34,4259.33,190.69,1483.34,EUR,Debit Card,Cancelled,0,On-Time,1,SME,8,342,2733,15,5,Mobile Money,1,8,1,Online,Headphones,Other Brands,Headphones,1119,5,11,In Stock,Archived,"Waterbury, Connecticut",New Customer,Middle age,0.34825665069388845,0.12855447840683862,0,341.625,0.09090909090909091
142,Bronze,MALE,5,1,6,301.5,1784.51,24.48,301.5,NGN,Wallet,Pending,0,On-Time,1,SME,10,903,9032,15,0,Credit Card,1,10,0,Online,Smart Watches,Samsung,Smart Watches,1017,20,19,In Stock,Archived,"Waterbury, Connecticut",New Customer,Middle age,0.1689539425388482,0.08119402985074627,5,903.2,0.05263157894736842
143,Platinum,MALE,2,1,6,802.19,4651.74,125.17,802.19,USD,Bank Transfer,Shipped,123,Late,1,Corporate,6,760,4561,5,8,Credit Card,1,6,0,Online,Smartphones,Other Brands,Smartphones,80,20,18,Low Stock,Active,"Eau Claire, Wisconsin",Old Customer,Middle age,0.17244944902337622,0.15603535322055873,5,760.1666666666666,0.05555555555555555
144,Gold,FEMALE,5,3,3,1325.2,3901.34,74.25,1325.2,NGN,Debit Card,Returned,0,On-Time,1,SME,1,239,239,5,5,Mobile Money,1,1,0,Online,Smartphones,HP,Smartphones,814,0,3,In Stock,Archived,"Eau Claire, Wisconsin",Old Customer,Old,0.33967816186233446,0.05602927859945668,0,239.0,0.3333333333333333
145,Platinum,MALE,4,4,6,154.04,913.67,10.57,154.04,USD,Bank Transfer,Shipped,0,On-Time,1,Corporate,7,814,5698,5,10,Cash,1,7,0,Offline,Smart Watches,Samsung,Smart Watches,539,5,8,Low Stock,Active,"Coral Springs, Florida",New Customer,Middle age,0.16859478805257916,0.06861854063879512,2,814.0,0.125
146,Silver,FEMALE,2,2,9,556.65,4953.34,56.49,556.65,NGN,Auto-Debit,Delivered,0,On-Time,1,SME,5,617,3086,15,0,PayPal,1,5,0,Online,Tablets,Other Brands,Tablets,313,0,7,In Stock,Inactive,"Coral Springs, Florida",Old Customer,Middle age,0.11237871819822584,0.10148208030180546,7,617.2,0.14285714285714285
147,Platinum,FEMALE,5,1,9,102.53,907.44,15.34,102.53,USD,Auto-Debit,Delivered,32,Late,1,Retail,6,89,535,15,5,Credit Card,1,6,0,Online,Smartphones,Other Brands,Smartphones,1139,15,18,In Stock,Active,"Dallas, Texas",Old Customer,Old,0.11298818654676893,0.14961474690334536,8,89.16666666666667,0.05555555555555555
148,Bronze,MALE,1,7,9,91.84,801.03,25.52,91.84,EUR,Debit Card,Pending,0,On-Time,1,Corporate,4,842,3366,15,10,Mobile Money,1,4,0,Online,Smart Watches,Apple,Smart Watches,391,10,11,In Stock,Archived,"Richmond, Virginia",Old Customer,Middle age,0.11465238505424268,0.2778745644599303,2,841.5,0.09090909090909091
149,Bronze,FEMALE,3,10,12,215.57,2481.04,105.81,215.57,EUR,Debit Card,Cancelled,30,Late,1,SME,3,117,352,5,0,Mobile Money,1,3,1,Online,Smartphones,HP,Smartphones,799,20,18,In Stock,Inactive,"Troy, New York",Old Customer,Young,0.08688695063360526,0.490838242798163,2,117.33333333333333,0.05555555555555555
